pos_element	neg_element	POS	pos_key	neg_key	pos_definition	neg_definition	reversed	affixal/non-affixal	negative affix	positive affix	direct/indirect	subtype
disconnectedness	connectedness	n	disconnectedness%1:26:00::	connectedness%1:26:00::	state of being disconnected	the state of being connected	no	non-affixal		NA	NA	NA
affinity	consanguinity	n	affinity%1:24:01::	consanguinity%1:24:00::	"(anthropology) kinship by marriage or adoption; not a blood relationship"	(anthropology) related by blood	no	non-affixal		NA	NA	NA
inconstancy	constancy	n	inconstancy%1:07:00::	constancy%1:07:00::	the quality of being changeable and variable	the quality of being enduring and free from change or variation	no	non-affixal		NA	NA	NA
discontinuity	continuity	n	discontinuity%1:26:00::	continuity%1:26:00::	lack of connection or continuity	uninterrupted connection or union	no	non-affixal		NA	NA	NA
unconventionality	conventionality	n	unconventionality%1:09:00::	conventionality%1:09:00::	originality by virtue of being unconventional	unoriginality as a result of being too conventional	no	non-affixal		NA	NA	NA
eating_apple	cooking_apple	n	eating_apple%1:13:00::	cooking_apple%1:13:00::	an apple used primarily for eating raw without cooking	an apple used primarily in cooking for pies and applesauce etc	no	non-affixal		NA	NA	NA
wave_theory	corpuscular_theory	n	wave_theory%1:09:00::	corpuscular_theory%1:09:00::	(physics) the theory that light is transmitted as waves	(physics) the theory that light is transmitted as a stream of particles	no	non-affixal		NA	NA	NA
courage	cowardice	n	courage%1:07:00::	cowardice%1:07:00::	a quality of spirit that enables you to face danger or pain without showing fear	the trait of lacking courage	no	non-affixal		NA	NA	NA
straightness	crookedness	n	straightness%1:07:00::	crookedness%1:07:00::	freedom from crooks or curves or bends or angles	having or distinguished by crooks or curves or bends or angles	no	non-affixal		NA	NA	NA
Phanerogamae	Cryptogamia	n	phanerogamae%1:20:00::	cryptogamia%1:20:00::	"in former classification systems: one of two major plant divisions, including all seed-bearing plants; superseded by the division Spermatophyta"	in former classification systems: one of two major plant divisions, including all plants that do not bear seeds: ferns, mosses, algae, fungi	no	non-affixal		NA	NA	NA
anticyclone	cyclone	n	anticyclone%1:26:00::	cyclone%1:26:00::	"(meteorology) winds spiraling outward from a high pressure center; circling clockwise in the northern hemisphere and counterclockwise in the southern"	"(meteorology) rapid inward circulation of air masses about a low pressure center; circling counterclockwise in the northern hemisphere and clockwise in the southern"	no	non-affixal		NA	NA	NA
diving_duck	dabbling_duck	n	diving_duck%1:05:00::	dabbling_duck%1:05:00::	any of various ducks of especially bays and estuaries that dive for their food	any of numerous shallow-water ducks that feed by upending and dabbling	no	non-affixal		NA	NA	NA
light	dark	n	light%1:26:00::	dark%1:26:00::	having abundant light or illumination	absence of light or illumination	no	non-affixal		NA	NA	NA
birth	death	n	birth%1:28:00::	death%1:28:00::	the time when something begins (especially life)	the time when something ends	no	non-affixal		NA	NA	NA
creditor	debtor	n	creditor%1:18:00::	debtor%1:18:00::	"a person to whom money is owed by a debtor; someone to whom an obligation exists"	"a person who owes a creditor; someone who has the obligation of paying a debt"	no	non-affixal		NA	NA	NA
improvement	decline	n	improvement%1:26:00::	decline%1:26:00::	a condition superior to an earlier condition	"a condition inferior to an earlier condition; a gradual falling off from a better state"	no	non-affixal		NA	NA	NA
victory	defeat	n	victory%1:11:00::	defeat%1:11:00::	a successful ending of a struggle or contest	an unsuccessful ending to a struggle or contest	no	non-affixal		NA	NA	NA
offence	defence	n	offence%1:14:00::	defence%1:14:01::	the team that has the ball (or puck) and is trying to score	(sports) the team that is trying to prevent the other team from scoring	no	non-affixal		NA	NA	NA
offense	defense	n	offense%1:14:00::	defense%1:14:01::	the team that has the ball (or puck) and is trying to score	(sports) the team that is trying to prevent the other team from scoring	no	non-affixal		NA	NA	NA
prosecution	defense	n	prosecution%1:14:00::	defense%1:14:00::	the lawyers acting for the state to put the case against the defendant	the defendant and his legal advisors collectively	no	non-affixal		NA	NA	NA
ancestor	descendant	n	ancestor%1:18:00::	descendant%1:18:00::	someone from whom you are descended (but usually more remote than a grandparent)	a person considered as descended from some ancestor or race	no	non-affixal		NA	NA	NA
ascending_node	descending_node	n	ascending_node%1:15:00::	descending_node%1:15:00::	the point at which an orbit crosses the ecliptic plane going north	the point at which an orbit crosses the ecliptic plane going south	no	non-affixal		NA	NA	NA
ascent	descent	n	ascent%1:17:00::	descent%1:17:00::	an upward slope or grade (as in a road)	a downward slope or bend	no	non-affixal		NA	NA	NA
anapsid	diapsid	n	anapsid%1:05:00::	diapsid%1:05:00::	"primitive reptile having no opening in the temporal region of the skull; all extinct except turtles"	reptile having a pair of openings in the skull behind each eye	no	non-affixal		NA	NA	NA
sameness	difference	n	sameness%1:07:00::	difference%1:07:00::	the quality of being alike	the quality of being unlike or dissimilar	no	non-affixal		NA	NA	NA
ease	difficulty	n	ease%1:07:00::	difficulty%1:07:00::	freedom from difficulty or hardship or effort	the quality of being difficult	no	non-affixal		NA	NA	NA
plantigrade_mammal	digitigrade_mammal	n	plantigrade_mammal%1:05:00::	digitigrade_mammal%1:05:00::	an animal that walks with the entire sole of the foot touching the ground as e.g. bears and human beings	an animal that walks so that only the toes touch the ground as e.g. dogs and cats and horses	no	non-affixal		NA	NA	NA
augmentation	diminution	n	augmentation%1:10:00::	diminution%1:10:00::	the statement of a theme in notes of greater duration (usually twice the length of the original)	the statement of a theme in notes of lesser duration (usually half the length of the original)	no	non-affixal		NA	NA	NA
alternating_current	direct_current	n	alternating_current%1:19:00::	direct_current%1:19:00::	an electric current that reverses direction sinusoidally	an electric current that flows in one direction steadily	no	non-affixal		NA	NA	NA
indirect_discourse	direct_discourse	n	indirect_discourse%1:10:00::	direct_discourse%1:10:00::	"a report of a discourse in which deictic terms are modified appropriately (e.g., ""he said `I am a fool' would be modified to `he said he is a fool'"")"	"a report of the exact words used in a discourse (e.g., ""he said `I am a fool'"")"	no	non-affixal		NA	NA	NA
rainy_season	dry_season	n	rainy_season%1:28:00::	dry_season%1:28:00::	one of the two seasons in tropical climates	one of the two seasons in tropical climates	no	non-affixal		NA	NA	NA
sharpness	dullness	n	sharpness%1:07:01::	dullness%1:07:01::	thinness of edge or fineness of point	without sharpness or clearness of edge or point	no	non-affixal		NA	NA	NA
snail_mail	e-mail	n	snail_mail%1:10:00::	e-mail%1:10:00::	any mail that is physically delivered by the postal service	(computer science) a system of world-wide electronic communication in which a computer user can compose a message at one terminal that can be regenerated at the recipient's terminal when the recipient logs in	no	non-affixal		NA	NA	NA
concentricity	eccentricity	n	concentricity%1:07:00::	eccentricity%1:07:01::	the quality of having the same center (as circles inside one another)	a circularity that has a different center or deviates from a circular path	no	non-affixal		NA	NA	NA
altruism	egoism	n	altruism%1:07:00::	egoism%1:07:00::	the quality of unselfish concern for the welfare of others	concern for your own interests and welfare	no	non-affixal		NA	NA	NA
depression	elation	n	depression%1:26:00::	elation%1:26:00::	a mental state characterized by a pessimistic sense of inadequacy and a despondent lack of activity	"an exhilarating psychological state of pride and optimism; an absence of depression"	no	non-affixal		NA	NA	NA
snail_mail	electronic_mail	n	snail_mail%1:10:00::	electronic_mail%1:10:00::	any mail that is physically delivered by the postal service	(computer science) a system of world-wide electronic communication in which a computer user can compose a message at one terminal that can be regenerated at the recipient's terminal when the recipient logs in	no	non-affixal		NA	NA	NA
egalitarian	elitist	n	egalitarian%1:18:00::	elitist%1:18:00::	a person who believes in the equality of all people	someone who believes in rule by an elite group	no	non-affixal		NA	NA	NA
snail_mail	email	n	snail_mail%1:10:00::	email%1:10:00::	any mail that is physically delivered by the postal service	(computer science) a system of world-wide electronic communication in which a computer user can compose a message at one terminal that can be regenerated at the recipient's terminal when the recipient logs in	no	non-affixal		NA	NA	NA
fullness	emptiness	n	fullness%1:26:00::	emptiness%1:26:00::	the condition of being filled to capacity	the state of containing nothing	no	non-affixal		NA	NA	NA
beginning	end	n	beginning%1:28:00::	end%1:28:00::	the time at which something is supposed to begin	the point in time at which something ends	no	non-affixal		NA	NA	NA
beginning	ending	n	beginning%1:11:00::	ending%1:11:00::	the event consisting of the start of something	event whose occurrence ends something	no	non-affixal		NA	NA	NA
cacodemon	eudemon	n	cacodemon%1:18:00::	eudemon%1:18:00::	an evil spirit	a benevolent spirit	no	non-affixal		NA	NA	NA
odd-toed_ungulate	even-toed_ungulate	n	odd-toed_ungulate%1:05:00::	even-toed_ungulate%1:05:00::	placental mammals having hooves with an odd number of toes on each foot	placental mammal having hooves with an even number of functional toes on each foot	no	non-affixal		NA	NA	NA
good	evil	n	good%1:07:01::	evil%1:07:00::	moral excellence or admirableness	the quality of being morally wrong in principle or practice	no	non-affixal		NA	NA	NA
devolution	evolution	n	devolution%1:22:00::	evolution%1:22:01::	the process of declining from a higher to a lower level of effective power or vitality or essential quality	a process in which something passes by degrees to a different stage (especially a more advanced or mature stage)	no	non-affixal		NA	NA	NA
endogamy	exogamy	n	endogamy%1:26:00::	exogamy%1:26:00::	marriage within one's own tribe or group as required by custom or law	marriage to a person belonging to a tribe or group other than your own as required by custom or law	no	non-affixal		NA	NA	NA
endotoxin	exotoxin	n	endotoxin%1:27:00::	exotoxin%1:27:00::	a toxin that is confined inside the microorganisms and is released only when the microorganisms are broken down or die	a toxin that is secreted by microorganisms into the surrounding medium	no	non-affixal		NA	NA	NA
contraction	expansion	n	contraction%1:04:00::	expansion%1:04:00::	the act of decreasing (something) in size or volume or quantity or scope	the act of increasing (something) in size or volume or quantity or scope	no	non-affixal		NA	NA	NA
ordinariness	extraordinariness	n	ordinariness%1:07:00::	extraordinariness%1:07:00::	the quality of being commonplace and ordinary	the quality of being extraordinary and not commonly encountered	no	non-affixal		NA	NA	NA
passing	failing	n	passing%1:04:02::	failing%1:04:00::	success in satisfying a test or requirement	failure to reach a minimum required performance	no	non-affixal		NA	NA	NA
stoutheartedness	faintheartedness	n	stoutheartedness%1:07:00::	faintheartedness%1:07:00::	the trait of having a courageous spirit	the trait of lacking boldness and courage	no	non-affixal		NA	NA	NA
truth	falsehood	n	truth%1:10:00::	falsehood%1:10:00::	a true statement	a false statement	no	non-affixal		NA	NA	NA
truth	falsity	n	truth%1:26:00::	falsity%1:26:00::	conformity to reality or actuality	the state of being false or untrue	no	non-affixal		NA	NA	NA
male	female	n	male%1:18:00::	female%1:18:00::	a person who belongs to the sex that cannot have babies	a person who belongs to the sex that can have babies	no	non-affixal		NA	NA	NA
male_monarch	female_monarch	n	male_monarch%1:18:00::	female_monarch%1:18:00::	"a male sovereign; ruler of a kingdom"	a female sovereign ruler	no	non-affixal		NA	NA	NA
male_parent	female_parent	n	male_parent%1:18:00::	female_parent%1:18:00::	a male parent (also used as a term of address to your father)	a woman who has given birth to a child (also used as a term of address to your mother)	no	non-affixal		NA	NA	NA
maleness	femaleness	n	maleness%1:07:00::	femaleness%1:07:00::	the properties characteristic of the male sex	the properties characteristic of the female sex	no	non-affixal		NA	NA	NA
masculinity	femininity	n	masculinity%1:07:01::	femininity%1:07:00::	the trait of behaving in ways considered typical for men	the trait of behaving in ways considered typical for women	no	non-affixal		NA	NA	NA
extensor	flexor	n	extensor%1:08:00::	flexor%1:08:00::	a skeletal muscle whose contraction extends or stretches a body part	a skeletal muscle whose contraction bends a joint	no	non-affixal		NA	NA	NA
friend	foe	n	friend%1:18:03::	foe%1:18:00::	an associate who provides cooperation or assistance	a personal enemy	no	non-affixal		NA	NA	NA
slave_state	free_state	n	slave_state%1:15:00::	free_state%1:15:00::	any of the southern states in which slavery was legal prior to the American Civil War	any state prohibiting slavery prior to the American Civil War	no	non-affixal		NA	NA	NA
seriousness	frivolity	n	seriousness%1:07:00::	frivolity%1:07:00::	the trait of being serious	"the trait of being frivolous; not serious or sensible"	no	non-affixal		NA	NA	NA
past	future	n	past%1:28:00::	future%1:28:00::	the time that has elapsed	the time yet to come	no	non-affixal		NA	NA	NA
special_agent	general_agent	n	special_agent%1:18:00::	general_agent%1:18:00::	someone whose authority is limited to the special undertaking they have been instructed to perform	someone authorized to transact every kind of business for the principal	no	non-affixal		NA	NA	NA
particularity	generality	n	particularity%1:07:00::	generality%1:07:00::	the quality of being particular and pertaining to a specific case or instance	the quality of being general or widespread or having general applicability	no	non-affixal		NA	NA	NA
brand-name_drug	generic_drug	n	brand-name_drug%1:06:00::	generic_drug%1:06:00::	a drug that has a trade name and is protected by a patent (can be produced and sold only by the company holding the patent)	when the patent protection for a brand-name drug expires generic versions of the drug can be offered for sale if the FDA agrees	no	non-affixal		NA	NA	NA
bad_egg	good_egg	n	bad_egg%1:18:00::	good_egg%1:18:00::	(old-fashioned slang) a bad person	(old-fashioned slang) a good person	no	non-affixal		NA	NA	NA
bad_guy	good_guy	n	bad_guy%1:18:00::	good_guy%1:18:00::	any person who is not on your side	any person who is on your side	no	non-affixal		NA	NA	NA
ripeness	greenness	n	ripeness%1:26:00::	greenness%1:26:00::	the state of being ripe	the state of not being ripe	no	non-affixal		NA	NA	NA
foot	head	n	foot%1:15:00::	head%1:15:00::	the lower part of anything	the top of something	no	non-affixal		NA	NA	NA
heir_apparent	heir_presumptive	n	heir_apparent%1:18:00::	heir_presumptive%1:18:00::	an heir whose right to an inheritance cannot be defeated if that person outlives the ancestor	a person who expects to inherit but whose right can be defeated by the birth of a nearer relative	no	non-affixal		NA	NA	NA
Heaven	Hell	n	heaven%1:09:00::	hell%1:09:00::	the abode of God and the angels	"(Christianity) the abode of Satan and the forces of evil; where sinners suffer eternal punishment"	no	non-affixal		NA	NA	NA
environmentalism	hereditarianism	n	environmentalism%1:09:00::	hereditarianism%1:09:00::	the philosophical doctrine that environment is more important than heredity in determining intellectual growth	the philosophical doctrine that heredity is more important than environment in determining intellectual growth	no	non-affixal		NA	NA	NA
zygodactyl_foot	heterodactyl_foot	n	zygodactyl_foot%1:05:00::	heterodactyl_foot%1:05:00::	a bird's foot having the first and fourth toes of each foot directed backward and the second and third forward	a bird's foot having the first and second toes of each foot directed backward and the third and fourth forward	no	non-affixal		NA	NA	NA
homozygosity	heterozygosity	n	homozygosity%1:26:00::	heterozygosity%1:26:00::	"the state of being homozygous; having two identical alleles of the same gene"	"the state of being heterozygous; having two different alleles of the same gene"	no	non-affixal		NA	NA	NA
atomism	holism	n	atomism%1:09:00::	holism%1:09:00::	(chemistry) any theory in which all matter is composed of tiny discrete finite indivisible indestructible particles	the theory that the parts of any whole cannot exist and cannot be understood except in their relation to the whole	no	non-affixal		NA	NA	NA
solidity	hollowness	n	solidity%1:26:00::	hollowness%1:26:00::	state of having the interior filled with matter	the state of being hollow: having an empty space within	no	non-affixal		NA	NA	NA
away_game	home_game	n	away_game%1:04:00::	home_game%1:04:00::	a game played away from home	a game played at home	no	non-affixal		NA	NA	NA
allopathy	homeopathy	n	allopathy%1:04:00::	homeopathy%1:04:00::	the usual method of treating disease with remedies that produce effects differing from those produced by the disease itself	a method of treating disease with small amounts of remedies that, in large amounts in healthy people, produce symptoms similar to those being treated	no	non-affixal		NA	NA	NA
heterocercal_fin	homocercal_fin	n	heterocercal_fin%1:05:00::	homocercal_fin%1:05:00::	a tail fin with unequal lobes in which the vertebral column turns upward into the larger lobe as in sharks	symmetrical tail fin extending beyond the end of the vertebral column as in most bony fishes	no	non-affixal		NA	NA	NA
parasite	host	n	parasite%1:05:00::	host%1:05:00::	"an animal or plant that lives in or on a host (another animal or plant); it obtains nourishment from the host without benefiting or killing the host"	"an animal or plant that nourishes and supports a parasite; it does not benefit and is often harmed by the association"	no	non-affixal		NA	NA	NA
myopia	hyperopia	n	myopia%1:26:00::	hyperopia%1:26:00::	"(ophthalmology) eyesight abnormality resulting from the eye's faulty refractive ability; distant objects appear blurred"	abnormal condition in which vision for distant objects is better than for near objects	no	non-affixal		NA	NA	NA
hypercalcemia	hypocalcemia	n	hypercalcemia%1:26:00::	hypocalcemia%1:26:00::	"the presence of abnormally high levels of calcium in the blood; usually the result of excessive bone resorption in hyperparathyroidism or Paget's disease"	"abnormally low level of calcium in the blood; associated with hypoparathyroidism or kidney malfunction or vitamin D deficiency"	no	non-affixal		NA	NA	NA
hypercapnia	hypocapnia	n	hypercapnia%1:26:00::	hypocapnia%1:26:00::	the physical condition of having the presence of an abnormally high level of carbon dioxide in the circulating blood	"a state in which the level of carbon dioxide in the blood is lower than normal; can result from deep or rapid breathing"	no	non-affixal		NA	NA	NA
hypernatremia	hyponatremia	n	hypernatremia%1:26:00::	hyponatremia%1:26:00::	"excessive amounts of sodium in the blood; possibly indicating diabetes insipidus"	"abnormally low level of sodium in the blood; associated with dehydration"	no	non-affixal		NA	NA	NA
hyperpigmentation	hypopigmentation	n	hyperpigmentation%1:26:00::	hypopigmentation%1:26:00::	unusual darkening of the skin	unusual lack of skin color	no	non-affixal		NA	NA	NA
hyperpnea	hypopnea	n	hyperpnea%1:04:00::	hypopnea%1:04:00::	energetic (deep and rapid) respiration that occurs normally after exercise or abnormally with fever or various disorders	slow or shallow breathing	no	non-affixal		NA	NA	NA
hypertension	hypotension	n	hypertension%1:26:00::	hypotension%1:26:00::	a common disorder in which blood pressure remains abnormally high (a reading of 140/90 mm Hg or greater)	abnormally low blood pressure	no	non-affixal		NA	NA	NA
hyperthyroidism	hypothyroidism	n	hyperthyroidism%1:26:00::	hypothyroidism%1:26:00::	"an overactive thyroid gland; pathologically excessive production of thyroid hormones or the condition resulting from excessive production of thyroid hormones"	"an underactive thyroid gland; a glandular disorder resulting from insufficient production of thyroid hormones"	no	non-affixal		NA	NA	NA
immunocompetence	immunodeficiency	n	immunocompetence%1:26:00::	immunodeficiency%1:26:00::	the ability to develop an immune response following exposure to an antigen	immunological disorder in which some part of the body's immune system is inadequate and resistance to infectious diseases is reduced	no	non-affixal		NA	NA	NA
domestic_flight	international_flight	n	domestic_flight%1:04:00::	international_flight%1:04:00::	a flight that begins and ends in the same country	a flight that takes off in one country and lands in another	no	non-affixal		NA	NA	NA
civil_law	international_law	n	civil_law%1:14:00::	international_law%1:14:00::	the body of laws established by a state or nation for its own regulation	the body of laws governing relations between nations	no	non-affixal		NA	NA	NA
exon	intron	n	exon%1:27:00::	intron%1:27:00::	sequence of a gene's DNA that transcribes into protein structures	sequence of a eukaryotic gene's DNA that is not translated into a protein	no	non-affixal		NA	NA	NA
extrovert	introvert	n	extrovert%1:18:00::	introvert%1:18:00::	(psychology) a person concerned more with practical realities than with inner thoughts and feelings	(psychology) a person who tends to shrink from social contacts and to become preoccupied with their own thoughts	no	non-affixal		NA	NA	NA
judgment_in_personam	judgment_in_rem	n	judgment_in_personam%1:04:00::	judgment_in_rem%1:04:00::	a judgment rendered against an individual (or corporation) for the payment of money damages	a judgment pronounced on the status of some particular subject or property or thing (as opposed to one pronounced on persons)	no	non-affixal		NA	NA	NA
earliness	lateness	n	earliness%1:07:00::	lateness%1:07:00::	quality of coming early or earlier in time	quality of coming late or later in time	no	non-affixal		NA	NA	NA
expert_witness	lay_witness	n	expert_witness%1:18:00::	lay_witness%1:18:00::	a witness who has knowledge not normally possessed by the average person concerning the topic that he is to testify about	any witness who does not testify as an expert witness	no	non-affixal		NA	NA	NA
asset	liability	n	asset%1:07:00::	liability%1:07:00::	a useful or valuable quality	the quality of being something that holds you back	no	non-affixal		NA	NA	NA
heaviness	lightness	n	heaviness%1:07:00::	lightness%1:07:02::	the property of being comparatively great in weight	the property of being comparatively small in weight	no	non-affixal		NA	NA	NA
bigness	littleness	n	bigness%1:07:00::	littleness%1:07:00::	the property of having a relatively great size	the property of having a relatively small size	no	non-affixal		NA	NA	NA
express	local	n	express%1:06:00::	local%1:06:00::	public transport consisting of a fast train or bus that makes only a few scheduled stops	public transport consisting of a bus or train that stops at all stations or stops	no	non-affixal		NA	NA	NA
fixedness	looseness	n	fixedness%1:07:00::	looseness%1:07:03::	the quality of being fixed in place as by some firm attachment	the quality of movability by virtue of being free from attachment or other restraints	no	non-affixal		NA	NA	NA
Lady	Lord	n	lady%1:18:00::	lord%1:18:00::	a woman of the peerage in Britain	a titled peer of the realm	no	non-affixal		NA	NA	NA
winnings	losings	n	winnings%1:21:00::	losings%1:21:00::	something won (especially money)	something lost (especially money lost at gambling)	no	non-affixal		NA	NA	NA
high	low	n	high%1:07:00::	low%1:07:00::	a lofty level or position or degree	a low level or position or degree	no	non-affixal		NA	NA	NA
female_sibling	male_sibling	n	female_sibling%1:18:00::	male_sibling%1:18:00::	a person's sister	a sibling who is male	no	non-affixal		NA	NA	NA
cash_account	margin_account	n	cash_account%1:21:00::	margin_account%1:21:00::	an account with a securities brokerage whose transactions are settled on a cash basis	an account with a securities brokerage in which the broker extends credit	no	non-affixal		NA	NA	NA
cortex	medulla	n	cortex%1:08:00::	medulla%1:08:00::	the tissue forming the outer layer of an organ or structure in plant or animal	the inner part of an organ or structure in plant or animal	no	non-affixal		NA	NA	NA
mental_health	mental_illness	n	mental_health%1:26:00::	mental_illness%1:26:00::	the psychological state of someone who is functioning at a satisfactory level of emotional and behavioral adjustment	"any disease of the mind; the psychological state of someone who has emotional or behavioral problems serious enough to require psychiatric intervention"	no	non-affixal		NA	NA	NA
beginning	middle	n	beginning%1:28:00::	middle%1:28:00::	the time at which something is supposed to begin	time between the beginning and the end of a temporal period	no	non-affixal		NA	NA	NA
major_surgery	minor_surgery	n	major_surgery%1:04:00::	minor_surgery%1:04:00::	any surgical procedure that involves anesthesia or respiratory assistance	any surgical procedure that does not involve anesthesia or respiratory assistance	no	non-affixal		NA	NA	NA
majority	minority	n	majority%1:28:00::	minority%1:28:00::	the age at which persons are considered competent to manage their own affairs	any age prior to the legal age	no	non-affixal		NA	NA	NA
broad-mindedness	narrow-mindedness	n	broad-mindedness%1:09:00::	narrow-mindedness%1:09:00::	an inclination to tolerate or overlook opposing or shocking opinions or behavior	an inclination to criticize opposing opinions or shocking behavior	no	non-affixal		NA	NA	NA
multiculturalism	nationalism	n	multiculturalism%1:09:00::	nationalism%1:09:00::	the doctrine that several different cultures (rather than one national culture) can coexist peacefully and equitably in a single country	the doctrine that your national culture and interests are superior to any other	no	non-affixal		NA	NA	NA
natural_depression	natural_elevation	n	natural_depression%1:17:00::	natural_elevation%1:17:00::	a sunken or depressed geological formation	a raised or elevated geological formation	no	non-affixal		NA	NA	NA
artificial_language	natural_language	n	artificial_language%1:10:00::	natural_language%1:10:00::	a language that is deliberately created for a specific purpose	"a human written or spoken language used by a community; opposed to e.g. a computer language"	no	non-affixal		NA	NA	NA
yea	nay	n	yea%1:10:00::	nay%1:10:00::	an affirmative	a negative	no	non-affixal		NA	NA	NA
affirmative	negative	n	affirmative%1:10:00::	negative%1:10:00::	a reply of affirmation	a reply of denial	no	non-affixal		NA	NA	NA
positive_charge	negative_charge	n	positive_charge%1:19:00::	negative_charge%1:19:00::	"having a deficiency of electrons; having a higher electric potential"	"having a surplus of electrons; having a lower electric potential"	no	non-affixal		NA	NA	NA
oldness	newness	n	oldness%1:07:00::	newness%1:07:00::	"the quality of being old; the opposite of newness"	"the quality of being new; the opposite of oldness"	no	non-affixal		NA	NA	NA
day	night	n	day%1:28:02::	night%1:28:00::	the time after sunrise and before sunset while it is light outside	the time after sunset and before sunrise while it is dark outside	no	non-affixal		NA	NA	NA
day_school	night_school	n	day_school%1:14:01::	night_school%1:14:00::	a school giving instruction during the daytime	a school that holds classes in the evenings for students who cannot attend during the day	no	non-affixal		NA	NA	NA
noblewoman	nobleman	n	noblewoman%1:18:00::	nobleman%1:18:00::	a woman of the peerage in Britain	a titled peer of the realm	no	non-affixal		NA	NA	NA
nominative	oblique	n	nominative%1:10:00::	oblique%1:10:00::	the category of nouns serving as the grammatical subject of a verb	any grammatical case other than the nominative	no	non-affixal		NA	NA	NA
prominence	obscurity	n	prominence%1:26:00::	obscurity%1:26:00::	the state of being prominent: widely known or eminent	"an obscure and unimportant standing; not well known"	no	non-affixal		NA	NA	NA
clarity	obscurity	n	clarity%1:07:01::	obscurity%1:07:02::	"free from obscurity and easy to understand; the comprehensibility of clear expression"	the quality of being unclear or abstruse and hard to understand	no	non-affixal		NA	NA	NA
multidimensional_language	one-dimensional_language	n	multidimensional_language%1:10:00::	one-dimensional_language%1:10:00::	a programming language whose expressions are assembled in more than one dimension	a programming language whose expressions are represented by strings of characters	no	non-affixal		NA	NA	NA
clarity	opacity	n	clarity%1:07:00::	opacity%1:07:00::	the quality of clear water	"the quality of being opaque to a degree; the degree to which something reduces the passage of light"	no	non-affixal		NA	NA	NA
closed_circuit	open_circuit	n	closed_circuit%1:06:00::	open_circuit%1:06:00::	a complete electrical circuit around which current flows or a signal circulates	an incomplete electrical circuit in which no current flows	no	non-affixal		NA	NA	NA
functional_disorder	organic_disorder	n	functional_disorder%1:26:00::	organic_disorder%1:26:00::	disorder showing symptoms for which no physiological or anatomical cause can be identified	disorder caused by a detectable physiological or structural change in an organ	no	non-affixal		NA	NA	NA
actual_sin	original_sin	n	actual_sin%1:04:00::	original_sin%1:04:00::	a sin committed of your own free will (as contrasted with original sin)	a sin said to be inherited by all descendants of Adam	no	non-affixal		NA	NA	NA
unorthodoxy	orthodoxy	n	unorthodoxy%1:09:00::	orthodoxy%1:09:00::	any opinions or doctrines at variance with the official or orthodox position	a belief or orientation agreeing with conventional standards	no	non-affixal		NA	NA	NA
pleasure	pain	n	pleasure%1:12:00::	pain%1:12:00::	a fundamental feeling that is hard to define but that people desire to experience	"emotional distress; a fundamental feeling that people try to avoid"	no	non-affixal		NA	NA	NA
cenogenesis	palingenesis	n	cenogenesis%1:22:00::	palingenesis%1:22:00::	introduction during embryonic development of characters or structure not present in the earlier evolutionary history of the strain or species (such as the addition of the placenta in mammalian evolution)	emergence during embryonic development of various characters or structures that appeared during the evolutionary history of the strain or species	no	non-affixal		NA	NA	NA
paper_profit	paper_loss	n	paper_profit%1:21:00::	paper_loss%1:21:00::	an unrealized gain on an investment calculated by subtracting the investor's cost from the current market price	an unrealized loss on an investment calculated by subtracting the current market price from the investor's cost	no	non-affixal		NA	NA	NA
active_voice	passive_voice	n	active_voice%1:24:00::	passive_voice%1:24:00::	the voice used to indicate that the grammatical subject of the verb is performing the action or causing the happening denoted by the verb	the voice used to indicate that the grammatical subject of the verb is the recipient (not the source) of the action denoted by the verb	no	non-affixal		NA	NA	NA
aphelion	perihelion	n	aphelion%1:15:00::	perihelion%1:15:00::	"apoapsis in solar orbit; the point in the orbit of a planet or comet that is at the greatest distance from the sun"	"periapsis in solar orbit; the point in the orbit of a planet or comet where it is nearest to the sun"	no	non-affixal		NA	NA	NA
apolune	perilune	n	apolune%1:15:00::	perilune%1:15:00::	apoapsis in orbit around the moon	periapsis in orbit around the moon	no	non-affixal		NA	NA	NA
anastalsis	peristalsis	n	anastalsis%1:22:00::	peristalsis%1:22:00::	muscular action of the alimentary tract in a direction opposite to peristalsis	the process of wavelike muscle contractions of the alimentary tract that moves food along	no	non-affixal		NA	NA	NA
defendant	plaintiff	n	defendant%1:18:00::	plaintiff%1:18:00::	"a person or institution against whom an action is brought in a court of law; the person being sued or accused"	a person who brings an action in a court of law	no	non-affixal		NA	NA	NA
monism	pluralism	n	monism%1:09:00::	pluralism%1:09:00::	the doctrine that reality consists of a single basic substance or element	the doctrine that reality consists of several basic substances or elements	no	non-affixal		NA	NA	NA
point_of_apoapsis	point_of_periapsis	n	point_of_apoapsis%1:15:00::	point_of_periapsis%1:15:00::	(astronomy) the point in an orbit farthest from the body being orbited	(astronomy) the point in an orbit closest to the body being orbited	no	non-affixal		NA	NA	NA
monophony	polyphony	n	monophony%1:10:00::	polyphony%1:10:00::	music consisting of a single vocal part (usually with accompaniment)	music arranged in parts for several voices or instruments	no	non-affixal		NA	NA	NA
rich	poor	n	rich%1:14:00::	poor%1:14:00::	people who have possessions and wealth (considered as a group)	people without possessions or wealth (considered as a group)	no	non-affixal		NA	NA	NA
anteriority	posteriority	n	anteriority%1:07:00::	posteriority%1:07:00::	the quality of being in front or (in lower animals) toward the head	the quality of being toward the back or toward the rear end	no	non-affixal		NA	NA	NA
