pos_element	neg_element	POS	pos_key	neg_key	pos_definition	neg_definition	reversed	affixal/non-affixal	negative affix	positive affix	direct/indirect	subtype
quiet	noisy	a	quiet%3:00:01::	noisy%3:00:00::	free of noise or uproar; or making little if any sound	full of or characterized by loud and nonmusical sounds	no	non-affixal				
nosed	noseless	a	nosed%3:00:00::	noseless%3:00:00::	having a nose (either literal or metaphoric) especially of a specified kind	having no nose	no	non-affixal				
verbal	numerical	a	verbal%3:00:00::	numerical%3:00:00::	relating to or having facility in the use of words	relating to or having ability to think in or work with numbers	no	non-affixal				
clarify	obfuscate	v	clarify%2:32:00::	obfuscate%2:32:00::	make clear and (more) comprehensible	make obscure or unclear	no	non-affixal				
optionally	obligatorily	r	optionally%4:02:00::	obligatorily%4:02:01::	in an optional manner	in an obligatory manner	no	non-affixal				
parallel	oblique	a	parallel%3:00:00::	oblique%3:00:00::	being everywhere equidistant and not intersecting	slanting or inclined in direction or course or position--neither parallel nor perpendicular nor right-angled	no	non-affixal				
right_angle	oblique_angle	n	right_angle%1:25:00::	oblique_angle%1:25:00::	the 90 degree angle between two perpendicular lines	an angle that is not a right angle or a multiple of a right angle	no	non-affixal				
free	obstruct	v	free%2:35:01::	obstruct%2:35:00::	free or remove obstruction from	block passage through	no	non-affixal				
acuteness	obtuseness	n	acuteness%1:07:00::	obtuseness%1:07:00::	the quality of having a sharp edge or point	the quality of lacking a sharp edge or point	no	non-affixal				
necessitate	obviate	v	necessitate%2:42:00::	obviate%2:42:00::	require as useful, just, or proper	do away with	no	non-affixal				
even	odd	a	even%3:00:02::	odd%3:00:00::	divisible by two	not divisible by two	no	non-affixal				
high_season	off-season	n	high_season%1:28:00::	off-season%1:28:00::	the season when travel is most active and rates are highest	the season when travel is least active and rates are lowest	no	non-affixal				
modern	old_style	n	modern%1:10:00::	old_style%1:10:00::	a typeface (based on an 18th century design by Gianbattista Bodoni) distinguished by regular shape and hairline serifs and heavy downstrokes	a typeface (based on an 18th century design) distinguished by irregularity and slanted ascender serifs and little contrast between light and heavy strokes	no	non-affixal				
carnivorous	omnivorous	a	carnivorous%3:00:00::	omnivorous%3:00:00::	(used of plants as well as animals) feeding on animals	feeding on both plants and animals	no	non-affixal				
herbivorous	omnivorous	a	herbivorous%3:00:00::	omnivorous%3:00:00::	feeding only on plants	feeding on both plants and animals	no	non-affixal				
on_the_other_hand	on_the_one_hand	r	on_the_other_hand%4:02:00::	on_the_one_hand%4:02:00::	(contrastive) from another point of view	from one point of view	no	non-affixal				
closed_chain	open_chain	n	closed_chain%1:17:00::	open_chain%1:17:00::	(chemistry) a chain of atoms in a molecule that forms a closed loop	a chain of atoms in a molecule whose ends are not joined to form a ring	no	non-affixal				
closed_interval	open_interval	n	closed_interval%1:09:00::	open_interval%1:09:00::	an interval that includes its endpoints	an interval that does not include its endpoints	no	non-affixal				
close_up	open_up	v	close_up%2:32:00::	open_up%2:32:00::	refuse to talk or stop talking; fall silent	talk freely and without inhibition	yes	non-affixal				
prognathous	opisthognathous	a	prognathous%3:00:00::	opisthognathous%3:00:00::	having a projecting lower jaw	having receding jaws	no	non-affixal				
occidentalise	orientalise	v	occidentalise%2:30:00::	orientalise%2:30:00::	make western in character	make oriental in character	no	non-affixal				
occidentalize	orientalize	v	occidentalize%2:30:00::	orientalize%2:30:00::	make western in character	make oriental in character	no	non-affixal				
actual_sin	original_sin	n	actual_sin%1:04:00::	original_sin%1:04:00::	a sin committed of your own free will (as contrasted with original sin)	a sin said to be inherited by all descendants of Adam	no	non-affixal				
campylotropous	orthotropous	a	campylotropous%3:00:00::	orthotropous%3:00:00::	(of a plant ovule) curved with the micropyle near the base almost touching its stalk	(of a plant ovule) completely straight with the micropyle at the apex	no	non-affixal				
same	other	a	same%3:00:02::	other%3:00:00::	same in identity	not the same one or ones already mentioned or implied	no	non-affixal				
safe	out	a	safe%3:00:02::	out%3:00:02::	having reached a base without being put out	not allowed to continue to bat or run	no	non-affixal				
in_hand	out_of_hand	r	in_hand%4:02:00::	out_of_hand%4:02:00::	under control	out of control	no	non-affixal				
inbred	outbred	a	inbred%3:00:00::	outbred%3:00:00::	produced by inbreeding	bred of parents not closely related; having parents of different classes or tribes	no	non-affixal				
indoors	outdoors	r	indoors%4:02:00::	outdoors%4:02:00::	within a building	outside a building	no	non-affixal				
legalise	outlaw	v	legalise%2:41:00::	outlaw%2:41:00::	make legal	declare illegal; outlaw	no	non-affixal				
inside	outside	n	inside%1:15:01::	outside%1:15:01::	the region that is inside of something	the region that is outside of something	no	non-affixal				
inward	outward	a	inward%3:00:00::	outward%3:00:00::	relating to or existing in the mind or thoughts	relating to physical reality rather than with thoughts or the mind	no	non-affixal				
covertly	overtly	r	covertly%4:02:00::	overtly%4:02:00::	in a covert manner	in an overt manner	no	non-affixal				
pleasure	pain	n	pleasure%1:12:00::	pain%1:12:00::	a fundamental feeling that is hard to define but that people desire to experience	emotional distress; a fundamental feeling that people try to avoid	no	non-affixal				
paper_profit	paper_loss	n	paper_profit%1:21:00::	paper_loss%1:21:00::	an unrealized gain on an investment calculated by subtracting the investor's cost from the current market price	an unrealized loss on an investment calculated by subtracting the current market price from the investor's cost	no	non-affixal				
child	parent	n	child%1:18:01::	parent%1:18:00::	a human offspring (son or daughter) of any age	a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian	no	non-affixal				
running	passing	a	running%3:00:00::	passing%3:00:00::	of advancing the ball by running	of advancing the ball by throwing it	no	non-affixal				
active	passive	a	active%3:00:09::	passive%3:00:02::	"expressing that the subject of the sentence has the semantic function of actor: ""Hemingway favors active constructions"""	expressing that the subject of the sentence is the patient of the action denoted by the verb	no	non-affixal				
active_trust	passive_trust	n	active_trust%1:21:00::	passive_trust%1:21:00::	a trust in which the trustee must perform certain duties	a trust in which the trustee performs no active duties	no	non-affixal				
boycott	patronize	v	boycott%2:41:00::	patronize%2:41:00::	refuse to sponsor; refuse to do business with	do one's shopping at; do business with; be a customer or client of	no	non-affixal				
plain	patterned	a	plain%3:00:02::	patterned%3:00:00::	lacking patterns especially in color	having patterns (especially colorful patterns)	no	non-affixal				
charge	pay_cash	v	charge%2:40:01::	pay_cash%2:40:00::	pay with a credit card; pay with plastic money; postpone payment by recording a purchase as a debt	pay (for something) with cash	no	non-affixal				
reward	penalty	n	reward%1:07:00::	penalty%1:07:00::	benefit resulting from some event or action	the disadvantage or painful consequences of an action or condition	no	non-affixal				
annual	perennial	a	annual%3:00:00::	perennial%3:00:00::	completing its life cycle within a year	lasting three seasons or more	no	non-affixal				
biennial	perennial	a	biennial%3:00:00::	perennial%3:00:00::	having a life cycle lasting two seasons	lasting three seasons or more	no	non-affixal				
apoapsis	periapsis	n	apoapsis%1:15:00::	periapsis%1:15:00::	(astronomy) the point in an orbit farthest from the body being orbited	(astronomy) the point in an orbit closest to the body being orbited	no	non-affixal				
apogee	perigee	n	apogee%1:15:00::	perigee%1:15:00::	apoapsis in Earth orbit; the point in its orbit where a satellite is at the greatest distance from the Earth	periapsis in Earth orbit; the point in its orbit where a satellite is nearest to the Earth	no	non-affixal				
apojove	perijove	n	apojove%1:15:00::	perijove%1:15:00::	apoapsis in orbit around Jupiter	periapsis in orbit around Jupiter	no	non-affixal				
prenatal	perinatal	a	prenatal%3:00:00::	perinatal%3:00:00::	occurring or existing before birth	occurring during the period around birth (5 months before and 1 month after)	no	non-affixal				
apteral	peripteral	a	apteral%3:00:00::	peripteral%3:00:00::	having columns at one or both ends but not along the sides	having columns on all sides	no	non-affixal				
aposelene	periselene	n	aposelene%1:15:00::	periselene%1:15:00::	apoapsis in orbit around the moon	periapsis in orbit around the moon	no	non-affixal				
anastalsis	peristalsis	n	anastalsis%1:22:00::	peristalsis%1:22:00::	muscular action of the alimentary tract in a direction opposite to peristalsis	the process of wavelike muscle contractions of the alimentary tract that moves food along	no	non-affixal				
parallel	perpendicular	a	parallel%3:00:00::	perpendicular%3:00:00::	being everywhere equidistant and not intersecting	intersecting at or forming right angles	no	non-affixal				
oblique	perpendicular	a	oblique%3:00:00::	perpendicular%3:00:00::	slanting or inclined in direction or course or position--neither parallel nor perpendicular nor right-angled	intersecting at or forming right angles	no	non-affixal				
optimism	pessimism	n	optimism%1:12:00::	pessimism%1:12:00::	the optimistic feeling that all is going to turn out well	the feeling that things will turn out badly	no	non-affixal				
optimist	pessimist	n	optimist%1:18:00::	pessimist%1:18:00::	a person disposed to take a favorable view of things	a person who expects the worst	no	non-affixal				
grand_larceny	petit_larceny	n	grand_larceny%1:04:00::	petit_larceny%1:04:00::	larceny of property having a value greater than some amount (the amount varies by locale)	larceny of property having a value less than some amount (the amount varies by locale)	no	non-affixal				
dry	phlegmy	a	dry%3:00:06::	phlegmy%3:00:00::	"without a mucous or watery discharge; a small child with a dry nose"""	characterized by phlegm	no	non-affixal				
cubic	planar	a	cubic%3:00:00::	planar%3:00:00::	having three dimensions	involving two dimensions	no	non-affixal				
catarrhine	platyrrhine	a	catarrhine%3:00:00::	platyrrhine%3:00:00::	of or related to Old World monkeys that have nostrils together and opening downward	of or related to New World monkeys having nostrils far apart or to people with broad noses	no	non-affixal				
acrocarp	pleurocarp	n	acrocarp%1:20:00::	pleurocarp%1:20:00::	a moss in which the main axis is terminated by the archegonium (and hence the capsule)	a moss having the archegonium or antheridium on a short side branch rather than the main stalk	no	non-affixal				
acrocarpous	pleurocarpous	a	acrocarpous%3:00:00::	pleurocarpous%3:00:00::	(of mosses) having the archegonia at the top of the stem	(of mosses) having the archegonia on short lateral branches	no	non-affixal				
bowed	plucked	a	bowed%3:00:00::	plucked%3:00:00::	of a stringed instrument; sounded by stroking with a bow	of a stringed instrument; sounded with the fingers or a plectrum	no	non-affixal				
singular	plural	n	singular%1:10:00::	plural%1:10:00::	the form of a word that is used to denote a singleton	the form of a word that is used to denote more than one	no	non-affixal				
monogamous	polygamous	a	monogamous%3:00:00::	polygamous%3:00:00::	(used of relationships and of individuals) having one mate	having more than one mate at a time; used of relationships and individuals	no	non-affixal				
monophonic	polyphonic	a	monophonic%3:00:00::	polyphonic%3:00:00::	consisting of a single melodic line	having two or more independent but harmonically related melodic parts sounding together	no	non-affixal				
monophonic_music	polyphonic_music	n	monophonic_music%1:10:00::	polyphonic_music%1:10:00::	music consisting of a single vocal part (usually with accompaniment)	music arranged in parts for several voices or instruments	no	non-affixal				
monophony	polyphony	n	monophony%1:10:00::	polyphony%1:10:00::	music consisting of a single vocal part (usually with accompaniment)	music arranged in parts for several voices or instruments	no	non-affixal				
diploid	polyploid	a	diploid%3:00:00::	polyploid%3:00:00::	of a cell or organism having two sets of chromosomes or twice the haploid number	of a cell or organism having more than twice the haploid number of chromosomes	no	non-affixal				
monosemy	polysemy	n	monosemy%1:07:00::	polysemy%1:07:00::	having a single meaning (absence of ambiguity) usually of individual words or phrases	the ambiguity of an individual word or phrase that can be used (in different contexts) to express two or more different meanings	no	non-affixal				
monotheism	polytheism	n	monotheism%1:09:00::	polytheism%1:09:00::	belief in a single God	belief in multiple Gods	no	non-affixal				
monovalent	polyvalent	a	monovalent%3:00:02::	polyvalent%3:00:02::	containing only one kind of antibody	containing several antibodies each capable of counteracting a specific antigen	no	non-affixal				
predate	postdate	v	predate%2:42:00::	postdate%2:42:00::	be earlier in time; go back further	be later in time	no	non-affixal				
anterior	posterior	a	anterior%3:00:00::	posterior%3:00:00::	of or near the head end or toward the front plane of a body	located at or near or behind a part or near the end of a structure	no	non-affixal				
priority	posteriority	n	priority%1:07:00::	posteriority%1:07:01::	preceding in time	following in time	no	non-affixal				
anteriority	posteriority	n	anteriority%1:07:00::	posteriority%1:07:00::	the quality of being in front or (in lower animals) toward the head	the quality of being toward the back or toward the rear end	no	non-affixal				
antemortem	postmortem	a	antemortem%3:00:00::	postmortem%3:00:00::	preceding death	occurring or done after death	no	non-affixal				
perinatal	postnatal	a	perinatal%3:00:00::	postnatal%3:00:00::	occurring during the period around birth (5 months before and 1 month after)	occurring immediately after birth	no	non-affixal				
prenatal	postnatal	a	prenatal%3:00:00::	postnatal%3:00:00::	occurring or existing before birth	occurring immediately after birth	no	non-affixal				
prenuptial	postnuptial	a	prenuptial%3:01:00::	postnuptial%3:01:00::	relating to events before a marriage	relating to events after a marriage	no	non-affixal				
impotency	potency	n	impotency%1:26:00::	potency%1:26:01::	an inability (usually of the male animal) to copulate	the state of being potent; a male's capacity to have sexual intercourse	no	non-affixal				
actual	potential	a	actual%3:00:00::	potential%3:00:00::	presently existing in fact and not merely potential or possible	existing in possibility	no	non-affixal				
power	powerlessness	n	power%1:07:00::	powerlessness%1:07:00::	possession of controlling influence	the quality of lacking strength or power; being weak and feeble	no	non-affixal				
criticize	praise	v	criticize%2:32:00::	praise%2:32:00::	find fault with; express criticism of; point out real or perceived flaws	express approval of	no	non-affixal				
succeed	precede	v	succeed%2:41:01::	precede%2:41:00::	be the successor (of)	be the predecessor of	no	non-affixal				
follow	precede	v	follow%2:38:00::	precede%2:38:00::	to travel behind, go after, come after	move ahead (of others) in time or space	no	non-affixal				
attributive	predicative	a	attributive%3:00:00::	predicative%3:00:00::	of adjectives; placed before the nouns they modify	of adjectives; relating to or occurring within the predicate of a sentence	no	non-affixal				
over-the-counter_drug	prescription_drug	n	over-the-counter_drug%1:06:00::	prescription_drug%1:06:00::	a drug that is sold without a prescription	a drug that is available only with written instructions from a doctor or dentist to a pharmacist	no	non-affixal				
descriptive_linguistics	prescriptive_linguistics	n	descriptive_linguistics%1:09:00::	prescriptive_linguistics%1:09:00::	a description (at a given point in time) of a language with respect to its phonology and morphology and syntax and semantics without value judgments	an account of how a language should be used instead of how it is actually used; a prescription for the `correct' phonology and morphology and syntax and semantics	no	non-affixal				
past	present	a	past%3:00:00::	present%3:00:01::	earlier than the present time; no longer current	temporal sense; intermediate between past and future; now existing or happening or in consideration	no	non-affixal				
pastness	presentness	n	pastness%1:07:00::	presentness%1:07:00::	the quality of being past	the quality of being the present	no	non-affixal				
let	prevent	v	let%2:41:00::	prevent%2:41:00::	make it possible through a specific action or lack of action for something to happen	stop (someone or something) from doing something or being in a certain state	no	non-affixal				
permissive	preventive	a	permissive%3:00:02::	preventive%3:00:00::	not preventive	tending to prevent or hinder	no	non-affixal				
secondarily	primarily	r	secondarily%4:02:00::	primarily%4:02:00::	of secondary import	of primary import	no	non-affixal				
pro-choice	pro-life	a	pro-choice%3:00:00::	pro-life%3:00:00::	advocating a woman's right to control her own body (especially her right to an induced abortion)	advocating full legal protection of embryos and fetuses (especially opposing the legalization of induced abortions)	no	non-affixal				
amateur	professional	n	amateur%1:18:01::	professional%1:18:02::	an athlete who does not play for pay	an athlete who plays for pay	no	non-affixal				
eukaryote	prokaryote	n	eukaryote%1:05:00::	prokaryote%1:05:00::	an organism with cells characteristic of all life forms except primitive microorganisms such as bacteria; i.e. an organism with `good' or membrane-bound nuclei in its cells	a unicellular organism having cells lacking membrane-bound nuclei; bacteria are the prime example but also included are blue-green algae and actinomycetes and mycoplasma	no	non-affixal				
eukaryotic	prokaryotic	a	eukaryotic%3:01:00::	prokaryotic%3:01:00::	having cells with `good' or membrane-bound nuclei	having cells that lack membrane-bound nuclei	no	non-affixal				
concise	prolix	a	concise%3:00:00::	prolix%3:00:00::	expressing much in few words	tediously prolonged or tending to speak or write at great length	no	non-affixal				
fixed-width_font	proportional_font	n	fixed-width_font%1:10:00::	proportional_font%1:10:00::	a typeface is which each character is given the same width (as by a typewriter)	any font whose different characters have different widths	no	non-affixal				
ultimate	proximate	a	ultimate%3:00:00::	proximate%3:00:00::	furthest or highest in degree or order; utmost or extreme	closest in degree or order (space or time) especially in a chain of causes and effects	no	non-affixal				
neurotic_depression	psychotic_depression	n	neurotic_depression%1:26:00::	psychotic_depression%1:26:00::	a term used for any state of depression that is not psychotic	a state of depression so severe that the person loses contact with reality and suffers a variety of functional impairments	no	non-affixal				
pull_out	pull_in	v	pull_out%2:38:00::	pull_in%2:38:00::	move out or away	of trains; move into (a station)	yes	non-affixal				
punch_in	punch_out	v	punch_in%2:32:00::	punch_out%2:32:00::	register one's arrival at work	register one's departure from work	no	non-affixal				
call_option	put_option	n	call_option%1:04:00::	put_option%1:04:00::	the option to buy a given stock (or stock index or commodity future) at a given price before a given date	the option to sell a given stock (or stock index or commodity future) at a given price before a given date	no	non-affixal				
biped	quadruped	a	biped%3:00:00::	quadruped%3:00:00::	having two feet	having four feet	no	non-affixal				
bipedal	quadrupedal	a	bipedal%3:00:00::	quadrupedal%3:00:00::	having two feet	having four feet	no	non-affixal				
active	quiet	a	active%3:00:10::	quiet%3:00:03::	(of the sun) characterized by an increased occurrence of sunspots and flares and radio emissions	of the sun characterized by a low level of surface phenomena like sunspots e.g.	no	non-affixal				
cauline	radical	a	cauline%3:00:00::	radical%3:00:00::	especially of leaves; growing on a stem especially on the upper part of a stem	especially of leaves; located at the base of a plant or stem; especially arising directly from the root or rootstock or a root-like stem	no	non-affixal				
radiolucent	radiopaque	a	radiolucent%3:00:00::	radiopaque%3:00:00::	almost complete transparent to X-rays or other forms of radiation	not transparent to X-rays or other forms of radiation	no	non-affixal				
lower	raise	v	lower%2:38:00::	raise%2:38:00::	move something or somebody to a lower position	raise from a lower to a higher position	no	non-affixal				
salient	re-entrant	a	salient%3:00:00::	re-entrant%3:00:00::	(of angles) pointing outward at an angle of less than 180 degrees	(of angles) pointing inward	no	non-affixal				
front	rear	n	front%1:15:00::	rear%1:15:00::	the side that is forward or prominent	the side of an object that is opposite its front	no	non-affixal				
dominant	recessive	a	dominant%3:00:02::	recessive%3:00:00::	(of genes) producing the same phenotype whether its allele is identical or dissimilar	(of genes) producing its characteristic phenotype only when its allele is identical	no	non-affixal				
live	recorded	a	live%3:00:02::	recorded%3:00:00::	actually being performed at the time of hearing or viewing	set down or registered in a permanent form especially on film or tape for reproduction	no	non-affixal				
deteriorate	recuperate	v	deteriorate%2:29:00::	recuperate%2:29:00::	grow worse	get over an illness or shock	no	non-affixal				
complex_instruction_set_computing	reduced_instruction_set_computing	n	complex_instruction_set_computing%1:07:00::	reduced_instruction_set_computing%1:07:00::	(computer science) a kind of computer architecture that has a large number of instructions hard coded into the CPU chip	(computer science) a kind of computer architecture that has a relatively small set of computer instructions that it can perform	no	non-affixal				
purge	rehabilitate	v	purge%2:41:00::	rehabilitate%2:41:01::	oust politically	reinstall politically	no	non-affixal				
acceptive	rejective	a	acceptive%3:00:00::	rejective%3:00:00::	inclined to accept rather than reject	rejecting or tending to reject	no	non-affixal				
age	rejuvenate	v	age%2:30:02::	rejuvenate%2:30:00::	make older	make younger or more youthful	no	non-affixal				
secular	religious	a	secular%3:00:00::	religious%3:00:01::	of or relating to clergy not bound by monastic vows	of or relating to clergy bound by monastic vows	no	non-affixal				
attract	repel	v	attract%2:37:00::	repel%2:37:00::	be attractive to	be repellent to; cause aversion in	no	non-affixal				
attractive	repulsive	a	attractive%3:00:02::	repulsive%3:00:00::	having the properties of a magnet; the ability to draw or pull; 	possessing the ability to repel	no	non-affixal				
surrender	resist	v	surrender%2:33:00::	resist%2:33:00::	give up or agree to forgo to the power or possession of another	stand up or offer resistance to somebody or something	no	non-affixal				
tired	rested	a	tired%3:00:00::	rested%3:00:00::	depleted of strength or energy	not tired; refreshed as by sleeping or relaxing	no	non-affixal				
precocious	retarded	a	precocious%3:00:00::	retarded%3:00:00::	characterized by or characteristic of exceptionally early development or maturity (especially in mental aptitude)	relatively slow in mental or emotional or physical development	no	non-affixal				
proactive	retroactive	a	proactive%3:00:00::	retroactive%3:00:00::	descriptive of any event or stimulus or process that has an effect on events or stimuli or processes that occur subsequently	descriptive of any event or stimulus or process that has an effect on the effects of events or stimuli or process that occurred previously	no	non-affixal				
direct	retrograde	a	direct%3:00:05::	retrograde%3:00:05::	moving from west to east on the celestial sphere; or--for planets--around the sun in the same direction as the Earth	moving from east to west on the celestial sphere; or--for planets--around the sun in a direction opposite to that of the Earth	no	non-affixal				
antrorse	retrorse	a	antrorse%3:00:00::	retrorse%3:00:00::	bent or curved forward or upward	bent or curved backward or downward	no	non-affixal				
prospective	retrospective	a	prospective%3:00:00::	retrospective%3:00:00::	of or concerned with or related to the future	concerned with or related to the past	no	non-affixal				
obverse	reverse	n	obverse%1:06:00::	reverse%1:06:02::	the side of a coin or medal bearing the principal stamp or design	the side of a coin or medal that does not bear the principal design	no	non-affixal				
rh-positive	rh-negative	a	rh-positive%3:00:00::	rh-negative%3:00:00::	of persons (or their blood) having the Rh factor present in their red blood cells	of persons (or their blood) lacking the Rh factor present in their red blood cells	no	non-affixal				
left	right	n	left%1:15:00::	right%1:15:00::	location near or direction toward the left side; i.e. the side to the north when a person or object faces east	location near or direction toward the right side; i.e. the side to the south when a person or object faces east	no	non-affixal				
Arabic_numeral	Roman_numeral	n	arabic_numeral%1:10:00::	roman_numeral%1:10:00::	one of the symbols 1,2,3,4,5,6,7,8,9,0	a symbol in the old Roman notation; I,V,X,L,C,D,M represent 1,5,10,50,100,500,1000 respectively in Arabic notation	no	non-affixal				
classicist	romanticist	n	classicist%1:18:00::	romanticist%1:18:00::	an artistic person who adheres to classicism	an artist of the Romantic Movement or someone influenced by Romanticism	no	non-affixal				
delicate	rugged	a	delicate%3:00:00::	rugged%3:00:00::	exquisitely fine and subtle and pleasing; susceptible to injury	sturdy and strong in constitution or construction; enduring	no	non-affixal				
end-stopped	run-on	a	end-stopped%3:00:00::	run-on%3:00:00::	(verse) having a rhetorical pause at the end of each line	(verse) without a rhetorical pause between lines	no	non-affixal				
glad	sad	a	glad%3:00:00::	sad%3:00:00::	showing or causing joy and pleasure; especially made happy	experiencing or showing sorrow or unhappiness	no	non-affixal				
masochist	sadist	n	masochist%1:18:00::	sadist%1:18:00::	someone who obtains pleasure from receiving punishment	someone who obtains pleasure from inflicting pain or others	no	non-affixal				
reentrant_angle	salient_angle	n	reentrant_angle%1:25:00::	salient_angle%1:25:00::	an interior angle of a polygon that is greater than 180 degrees	an angle pointing outward; an interior angle of a polygon that is less than 180 degrees	no	non-affixal				
fresh	salty	a	fresh%3:00:03::	salty%3:00:00::	not containing or composed of salt water	containing or filled with salt	no	non-affixal				
fall_short_of	satisfy	v	fall_short_of%2:42:00::	satisfy%2:42:00::	fail to satisfy, as of expectations, for example	meet the requirements or expectations of	no	non-affixal				
lost	saved	a	lost%3:00:02::	saved%3:00:00::	spiritually or physically doomed or destroyed	rescued; especially from the power and consequences of sin	no	non-affixal				
welcome	say_farewell	v	welcome%2:32:00::	say_farewell%2:32:00::	bid welcome to; greet upon arrival	say good-bye or bid farewell	no	non-affixal				
abundance	scarcity	n	abundance%1:07:00::	scarcity%1:07:00::	the property of a more than adequate quantity or supply	a small and inadequate amount	no	non-affixal				
first	second	a	first%3:00:03::	second%3:00:00::	highest in pitch or chief among parts or voices or instruments or orchestra sections	a part or voice or instrument or orchestra section lower in pitch than or subordinate to the first	no	non-affixal				
primary	secondary	a	primary%3:00:00::	secondary%3:00:01::	of first rank or importance or value; direct and immediate rather than secondary	being of second rank or importance or value; not direct or immediate	no	non-affixal				
cross-fertilization	self-fertilization	n	cross-fertilization%1:11:00::	self-fertilization%1:11:00::	fertilization by the union of male and female gametes from different individual of the same species	fertilization by the union of male and female gametes from the same individual	no	non-affixal				
cross-pollination	self-pollination	n	cross-pollination%1:11:00::	self-pollination%1:11:00::	fertilization by transfer of pollen from the anthers of one flower to the stigma of another	fertilization by transfer of pollen from the anthers to the stigma of the same flower	no	non-affixal				
buy	sell	v	buy%2:40:00::	sell%2:40:00::	obtain by purchase; acquire by means of a financial transaction	exchange or deliver for money or its equivalent	no	non-affixal				
parallel_operation	serial_operation	n	parallel_operation%1:22:00::	serial_operation%1:22:00::	the simultaneous execution of two or more operations	the sequential execution of operations one after another	no	non-affixal				
civilian	serviceman	n	civilian%1:18:00::	serviceman%1:18:00::	a nonmilitary citizen	someone who serves in the armed forces; a member of a military force	no	non-affixal				
rise	set	v	rise%2:38:08::	set%2:38:00::	come up, of celestial bodies	disappear beyond the horizon	no	non-affixal				
deep	shallow	a	deep%3:00:02::	shallow%3:00:02::	relatively deep or strong; affecting one deeply	not deep or strong; not affecting one deeply	no	non-affixal				
natural	sharp	a	natural%3:00:04::	sharp%3:00:03::	(of a musical note) being neither raised nor lowered by one chromatic semitone	(of a musical note) raised in pitch by one chromatic semitone	no	non-affixal				
dull	sharp	a	dull%3:00:04::	sharp%3:00:04::	not keenly felt	keenly and painfully felt; as if caused by a sharp edge or point	no	non-affixal				
soften	sharpen	v	soften%2:39:00::	sharpen%2:39:00::	make (images or sounds) soft or softer	make (images or sounds) sharp or sharper	no	non-affixal				
tall	short	a	tall%3:00:00::	short%3:00:03::	great in vertical dimension; high in stature	low in stature; not tall	no	non-affixal				
long	short	a	long%3:00:05::	short%3:00:05::	holding securities or commodities in expectation of a rise in prices	not holding securities or commodities that one sells in expectation of a fall in prices	no	non-affixal				
tallness	shortness	n	tallness%1:07:01::	shortness%1:07:01::	the property of being taller than average stature	the property of being shorter than average stature	no	non-affixal				
open	shut	a	open%3:00:01::	shut%3:00:00::	affording unobstructed entrance and exit; not shut or closed	not open	no	non-affixal				
bottom	side	a	bottom%3:00:00::	side%3:00:00::	situated at the bottom or lowest position	located on a side	no	non-affixal				
top	side	a	top%3:00:00::	side%3:00:00::	situated at the top or highest position	located on a side	no	non-affixal				
civil	sidereal	a	civil%3:00:01::	sidereal%3:00:00::	(of divisions of time) legally recognized in ordinary affairs of life	(of divisions of time) determined by daily motion of the stars	no	non-affixal				
double	single	a	double%3:00:04::	single%3:00:04::	used of flowers having more than the usual number of petals in crowded or overlapping arrangements	used of flowers having usually only one row or whorl of petals	no	non-affixal				
dextral	sinistral	a	dextral%3:00:00::	sinistral%3:00:00::	of or on the right	of or on the left	no	non-affixal				
brotherly	sisterly	a	brotherly%3:00:00::	sisterly%3:00:00::	like or characteristic of or befitting a brother	like or characteristic of or befitting a sister	no	non-affixal				
arise	sit_down	v	arise%2:38:00::	sit_down%2:38:00::	rise to one's feet	take a seat	no	non-affixal				
wakefulness	sleepiness	n	wakefulness%1:26:00::	sleepiness%1:26:00::	a temporary state in which you are unable (or unwilling) to sleep	a very sleepy state	no	non-affixal				
waking	sleeping	n	waking%1:09:00::	sleeping%1:09:00::	the state of remaining awake	the state of being asleep	no	non-affixal				
fast	slow	a	fast%3:00:03::	slow%3:00:03::	(used of timepieces) indicating a time ahead of or later than the correct time	(used of timepieces) indicating a time earlier than the correct time	no	non-affixal				
fast_lane	slow_lane	n	fast_lane%1:06:00::	slow_lane%1:06:00::	the traffic lane for vehicles that are moving rapidly	the traffic lane for vehicles that are moving slowly	no	non-affixal				
quickly	slowly	r	quickly%4:02:00::	slowly%4:02:02::	with rapid movements	without speed (`slow' is sometimes used informally for `slowly')	no	non-affixal				
largeness	smallness	n	largeness%1:07:00::	smallness%1:07:00::	the property of having a relatively great size	the property of having a relatively small size	no	non-affixal				
dumb_bomb	smart_bomb	n	dumb_bomb%1:06:00::	smart_bomb%1:06:00::	a bomb that falls because of gravity and is not guided to a target	a bomb that can be guided (by a laser beam or radio) to its target	no	non-affixal				
intoxicated	sober	a	intoxicated%3:00:00::	sober%3:00:01::	stupefied or excited by a chemical substance (especially alcohol)	not affected by a chemical substance (especially alcohol)	no	non-affixal				
drunkenness	soberness	n	drunkenness%1:26:00::	soberness%1:26:00::	a temporary state resulting from excessive consumption of alcohol	the state of being sober and not intoxicated by alcohol	no	non-affixal				
capitalism	socialism	n	capitalism%1:14:00::	socialism%1:14:00::	an economic system based on private ownership of capital	an economic system based on state ownership of capital	no	non-affixal				
capitalistic	socialistic	a	capitalistic%3:00:00::	socialistic%3:00:00::	favoring or practicing capitalism	advocating or following the socialist principles	no	non-affixal				
